n,kappa,predicted,actual
3462,8.823429273371543,composite,composite
3463,2.205935490348187,composite,prime
3464,8.824054559133014,composite,composite
3465,26.47310119993338,composite,composite
3466,4.412339741989581,composite,composite
3467,2.2062479527972862,composite,prime
3468,19.856934108734375,composite,composite
3469,2.2064040488607084,composite,prime
3470,8.825928252590375,composite,composite
3471,8.826240219820855,composite,composite
3472,22.0663802429652,composite,composite
3473,4.413431942368904,composite,composite
3474,13.240763373791628,composite,composite
3475,6.620615392955686,composite,composite
3476,13.241698063543378,composite,composite
3477,8.828110137843348,composite,composite
3478,8.828421477102399,composite,composite
3479,6.621549545143175,composite,composite
3480,35.31617554864118,composite,composite
3481,3.311008109273246,composite,composite
3482,4.4148329698070015,composite,composite
3483,11.037471039834564,composite,composite
3484,13.245431452311308,composite,composite
3485,8.830598348684886,composite,composite
3486,17.66181794670176,composite,composite
3487,4.41560975446166,composite,composite
3488,13.247294933179955,composite,composite
3489,4.415920156495937,composite,composite
3490,8.83215058159004,composite,composite
3491,2.208115190324691,composite,prime
3492,19.873734417380167,composite,composite
3493,4.416540427125753,composite,composite
3494,4.416695383798616,composite,composite
3495,8.833700592256918,composite,composite
3496,17.668020656562632,composite,composite
3497,4.417159987860559,composite,composite
3498,17.66925906925397,composite,composite
3499,2.208734751262382,composite,prime
3500,26.505745161117943,composite,composite
3501,6.626668260485154,composite,composite
3502,8.835866885922682,composite,composite
3503,4.418088001458593,composite,composite
3504,22.091212579201944,composite,composite
3505,4.4183969861319055,composite,composite
3506,4.418551412358298,composite,composite
3507,8.837411589089399,composite,composite
3508,6.628290199074331,composite,composite
3509,6.628521640346932,composite,composite
3510,35.35334941691974,composite,composite
3511,2.2096614416961544,composite,prime
3512,8.83895409151001,composite,composite
3513,4.419631164228059,composite,composite
3514,8.83957047767291,composite,composite
3515,8.839878539210313,composite,composite
3516,13.260279769677306,composite,composite
3517,2.210123599861606,composite,prime
3518,4.420401099122386,composite,composite
3519,13.261664864344498,composite,composite
3520,30.944961367077855,composite,composite
3521,4.420862534978947,composite,composite
3522,8.842032519133863,composite,composite
3523,4.421169940514151,composite,composite
3524,6.631985366768069,composite,composite
3525,13.264431514756092,composite,composite
3526,8.843261443517672,composite,composite
3527,2.210892114195252,composite,prime
3528,39.79743922354547,composite,composite
3529,2.2110455555635746,composite,prime
3530,8.84448897456288,composite,composite
3531,8.844795639985096,composite,composite
3532,6.633826663927614,composite,composite
3533,2.2113521775918032,composite,prime
3534,17.691430230850813,composite,composite
3535,8.846021433793807,composite,composite
3536,22.11581916380365,composite,composite
3537,8.846633810657357,composite,composite
3538,8.84693986925046,composite,composite
3539,2.2118114603374206,composite,prime
3540,26.542655181011693,composite,composite
3541,2.2119643815654846,composite,prime
3542,17.69632647834519,composite,composite
3543,4.424234432892306,composite,composite
3544,8.848774406146708,composite,composite
3545,4.42453993015377,composite,composite
3546,13.27407784247361,composite,composite
3547,2.212422627554972,composite,prime
3548,6.6374967795514,composite,composite
3549,13.27545122386526,composite,composite
3550,13.275908759689903,composite,composite
3551,4.4254553888831225,composite,composite
3552,26.553646889632432,composite,composite
3553,8.851520396175308,composite,composite
3554,4.425912538354018,composite,composite
3555,13.278194507285868,composite,composite
3556,13.278651271006735,composite,composite
3557,2.2131846510494864,composite,prime
3558,8.853042942152413,composite,composite
3559,2.2133367986456642,composite,prime
3560,17.707302723073454,composite,composite
3561,4.42697772153132,composite,composite
3562,8.854259439208366,composite,composite
3563,4.42728167501092,composite,composite
3564,33.205751908316074,composite,composite
3565,8.85517091584356,composite,composite
3566,4.427737285473735,composite,composite
3567,8.855778140910454,composite,composite
3568,11.070102032225309,composite,composite
3569,4.428192512802268,composite,composite
3570,35.426753361723904,composite,composite
3571,2.2142478925767937,composite,prime
3572,13.285942072921058,composite,composite
3573,6.643198331549324,composite,composite
3574,4.428950375354924,composite,composite
3575,13.287305461890602,composite,composite
3576,17.717012894196348,composite,composite
3577,6.6441068762029,composite,composite
3578,4.429555902412408,composite,composite
3579,4.429707178404155,composite,composite
3580,13.289575236402406,composite,composite
3581,2.2150048018129787,composite,prime
3582,13.290482258709616,composite,composite
3583,2.2151559299947237,composite,prime
3584,22.152314624541145,composite,composite
3585,8.861227895366165,composite,composite
3586,8.861529856675022,composite,composite
3587,4.430915866895005,composite,composite
3588,26.586400580274198,composite,composite
3589,4.4312176178130445,composite,composite
3590,8.862736860440938,composite,composite
3591,17.72607680249886,composite,composite
3592,8.863339858098348,composite,composite
3593,2.215910307758608,composite,prime
3594,8.863942520104386,composite,composite
3595,4.432121862677437,composite,composite
3596,13.296817270248777,composite,composite
3597,8.864845884583906,composite,composite
3598,8.865146838655585,composite,composite
3599,4.4327238545470316,composite,composite
3600,49.86983528969516,composite,composite
3601,4.4330245996286255,composite,composite
3602,4.433174909537392,composite,composite
3603,4.433325177722382,composite,composite
3604,13.300426212620248,composite,composite
3605,8.867251178027269,composite,composite
3606,8.867551464332314,composite,composite
3607,2.2169629168437073,composite,prime
3608,17.73630357440195,composite,composite
3609,6.651338867892659,composite,composite
3610,13.303127666082927,composite,composite
3611,4.434525823921121,composite,composite
3612,26.60805430579128,composite,composite
3613,2.2174127849247847,composite,prime
3614,8.86995076119431,composite,composite
3615,8.870250299795169,composite,composite
3616,13.305824633321352,composite,composite
3617,2.2177122821243302,composite,prime
3618,17.74229683738043,composite,composite
3619,8.871447626171983,composite,composite
3620,13.307620126482503,composite,composite
3621,8.87204579318493,composite,composite
3622,4.4361723764037,composite,composite
3623,2.218160907475333,composite,prime
3624,17.745884849024556,composite,composite
3625,8.873241136685753,composite,composite
3626,13.31030964970085,composite,composite
3627,13.310757470853236,composite,composite
3628,6.655602584276946,composite,composite
3629,4.437217580956953,composite,composite
3630,26.624200387744263,composite,composite
3631,2.2187579202709395,composite,prime
3632,11.094162271832714,composite,composite
3633,8.875627871773876,composite,composite
3634,8.875925844052043,composite,composite
3635,4.43811186717291,composite,composite
3636,19.972173471075674,composite,composite
3637,2.2192048172901386,composite,prime
3638,8.877116913771609,composite,composite
3639,4.438707238289227,composite,composite
3640,35.510847830504176,composite,composite
3641,4.439004678479648,composite,composite
3642,8.878306674623088,composite,composite
3643,2.2196509776655655,composite,prime
3644,6.659175798841219,composite,composite
3645,15.538596741580402,composite,composite
3646,4.439747564739977,composite,composite
3647,4.439896019734174,composite,composite
3648,31.080311038195244,composite,composite
3649,4.440192807643443,composite,composite
3650,13.321023421809352,composite,composite
3651,4.4404894329291915,composite,composite
3652,13.321913053931759,composite,composite
3653,4.440785895769539,composite,composite
3654,26.645604397969628,composite,composite
3655,8.882164392684631,composite,composite
3656,8.88246057166771,composite,composite
3657,8.882756669650108,composite,composite
3658,8.883052686676121,composite,composite
3659,2.2208371556975006,composite,prime
3660,26.650933434107916,composite,composite
3661,4.4419701262291085,composite,composite
3662,4.442117973050442,composite,composite
3663,13.326797338512126,composite,composite
3664,11.106033864029865,composite,composite
3665,4.442561271396175,composite,composite
3666,17.770835827514915,composite,composite
3667,4.442856602081593,composite,composite
3668,13.3290126210802,composite,composite
3669,4.443151771736097,composite,composite
3670,8.886598592463226,composite,composite
3671,2.221723390267597,composite,prime
3672,35.54875379734987,composite,composite
3673,2.2218708143270547,composite,prime
3674,8.887777985026357,composite,composite
3675,19.998163423205014,composite,composite
3676,6.666275399909609,composite,composite
3677,2.2221654217754305,composite,prime
3678,8.88895609424586,composite,composite
3679,4.444625210677715,composite,composite
3680,26.668634005421822,composite,composite
3681,6.667379126733642,composite,composite
3682,8.890132922911608,composite,composite
3683,4.445213465158798,composite,composite
3684,13.336081286859265,composite,composite
3685,8.89101470572068,composite,composite
3686,8.891308473804397,composite,composite
3687,4.44580108110029,composite,composite
3688,8.891895770952452,composite,composite
3689,8.892189300103198,composite,composite
3690,26.677448249087895,composite,composite
3691,2.2231940299434685,composite,prime
3692,13.33960411557,composite,composite
3693,4.446681310778695,composite,composite
3694,4.446827876674527,composite,composite
3695,4.446974402898982,composite,composite
3696,44.47120889473532,composite,composite
3697,2.2236336682098146,composite,prime
